,phrases,label,emotion,book,person_1,person_2
4518,"'First stair's past. Clever hobbits to climb so high, very clever hobbits. Just a few more little steps and that's all, yes.'       Dizzy and very tired Sam, and Frodo following him, crawled up the last step, and sat down rubbing their legs and knees. They were in a deep dark passage that seemed still to go up before them, though at a gentler slope and without steps. Gollum did not let them rest long.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4519,"For the present they were no longer climbing, but the ground was now more broken and dangerous in the dark, and there were blocks and lumps of fallen stone in the way. Their going was slow and cautious. How many hours had passed since they had entered the Morgul Vale neither Sam nor Frodo could any longer guess. The night seemed endless. At length they were once more aware of a wall looming up, and once more a stairway opened before them.",NEGATIVE,fear,The Two Towers,Sam,Frodo
4520,"All his mind was bent on getting through or over this impenetrable wall and guard. If once he could do that impossible thing, then somehow the errand would be accomplished, or so it seemed to him in that dark hour of weariness, still labouring in the stony shadows under Cirith Ungol. In a dark crevice between two great piers of rock they sat down: Frodo and Sam a little way within. and Gollum crouched upon the ground near the opening. There the hobbits took what they expected would be their last meal before they went down into the Nameless Land, maybe the last meal they would ever eat together.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4521,"'      'Yes, they drink,' said Frodo. 'But do not let us speak of that. Such drink is not for us.'      `Then all the more need to fill our bottles,' said Sam. `But there isn't any water up here: not a sound or a trickle have I heard. And anyway Faramir said we were not to drink any water in Morgul.'      'No water flowing out of Imlad Morgul, were his words,' said Frodo.",NEGATIVE,anger,The Two Towers,Sam,Frodo
4522,"I don't like it.'      'I don't like anything here at all.' said Frodo, `step or stone, breath or bone. Earth, air and water all seem accursed. But so our path is laid.'      'Yes, that's so,' said Sam. `And we shouldn't be here at all, if we'd known more about it before we started. But I suppose it's often that way.",NEGATIVE,joy,The Two Towers,Sam,Frodo
4523,"'      'No, they never end as tales,' said Frodo. `But the people in them come, and go when their part's ended. Our part will end later – or sooner.'      'And then we can have some rest and some sleep,' said Sam. He laughed grimly. 'And I mean just that, Mr.",POSITIVE,joy,The Two Towers,Sam,Frodo
4524,"'      `It's saying a lot too much,' said Frodo, and he laughed, a long clear laugh from his heart. Such a sound had not been heard in those places since Sauron came to Middle-earth. To Sam suddenly it seemed as if all the stones were listening and the tall rocks leaning over them. But Frodo did not heed them; he laughed again. 'Why, Sam,' he said, 'to hear you somehow makes me as merry as if the story was already written.",POSITIVE,joy,The Two Towers,Sam,Frodo
4525,"Why didn't they put in more of his talk, dad? That's what I like, it makes me laugh. And Frodo wouldn't have got far without Sam, would he, dad? '      `Now, Mr. Frodo,' said Sam, 'you shouldn't make fun.",POSITIVE,joy,The Two Towers,Sam,Frodo
4526,"'      `So was I,' said Frodo, 'and so I am. We're going on a bit too fast. You and I, Sam, are still stuck in the worst places of the story, and it is all too likely that some will say at this point:  Shut the book now, dad; we don't want to read any more. '      `Maybe,' said Sam, 'but I wouldn't be one to say that. Things done and over and made into part of the great tales are different.",NEGATIVE,joy,The Two Towers,Sam,Frodo
4527,"'      `It's no good worrying about him now,' said Frodo. `We couldn't have got so far, not even within sight of the pass, without him, and so we'll have to put up with his ways. If he's false, he's false.'      'All the same, I'd rather have him under my eye,' said Sam. 'All the more so, if he's false. Do you remember he never would say if this pass was guarded or no?",NEGATIVE,anger,The Two Towers,Sam,Frodo
4528,"He could probably have betrayed us to Orcs many times since we met him. No, if it's anything, it will be some little private trick of his own-that he thinks is quite secret.'      `Well, I suppose you're right, Mr. Frodo,' said Sam. 'Not that it comforts me mightily. I don't make no mistake: I don't doubt he'd hand _me_ over to Orcs as gladly as kiss his hand.",POSITIVE,joy,The Two Towers,Sam,Frodo
4529,"For that would be the last disaster for himself too. if the Enemy got it. And in the other part, perhaps, he's just biding his time and waiting on chance.'      'Yes, Slinker and Stinker, as I've said before,' said Sam. 'But the nearer they get to the Enemy's land the more like Stinker Slinker will get. Mark my words: if ever we get to the pass, he won't let us really take the precious thing over the border without making some kind of trouble.'      `We haven't got there yet,' said Frodo.",NEGATIVE,joy,The Two Towers,Sam,Frodo
4530,"Safe, if you lay close to me. I'd be dearly glad to see you have a sleep. I'd keep watch over you; and anyway, if you lay near, with my arm round you, no one could come pawing you without your Sam knowing it.'      `Sleep!' said Frodo and sighed, as if out of a desert he had seen a mirage of cool green. 'Yes, even here I could sleep.'      `Sleep then, master! Lay your head in my lap.'       And so Gollum found them hours later, when he returned, crawling and creeping down the path out of the gloom ahead.",NEGATIVE,joy,The Two Towers,Sam,Frodo
4531,"Lay your head in my lap.'       And so Gollum found them hours later, when he returned, crawling and creeping down the path out of the gloom ahead. Sam sat propped against the stone, his head dropping sideways and his breathing heavy. In his lap lay Frodo's head, drowned deep in sleep; upon his white forehead lay one of Sam's brown hands, and the other lay softly upon his master's breast. Peace was in both their faces. Gollum looked at them.",POSITIVE,sadness,The Two Towers,Sam,Frodo
4532,"Then he came back, and slowly putting out a trembling hand, very cautiously he touched Frodo's knee – but almost the touch was a caress. For a fleeting moment, could one of the sleepers have seen him, they would have thought that they beheld an old weary hobbit, shrunken by the years that had carried him far beyond his time, beyond friends and kin, and the fields and streams of youth, an old starved pitiable thing. But at that touch Frodo stirred and cried out softly in his sleep, and immediately Sam was wide awake. The first thing he saw was Gollum – `pawing at master,' as he thought. `Hey you!' he said roughly.",POSITIVE,sadness,The Two Towers,Sam,Frodo
4533,"Is it today or tomorrow? '      'It's tomorrow,' said Gollum, 'or this was tomorrow when hobbits went to sleep. Very foolish, very dangerous-if poor Sméagol wasn't sneaking about to watch.'      `I think we shall get tired of that word soon,' said Sam. 'But never mind. I'll wake master up.' Gently he smoothed the hair back from Frodo's brow, and bending down spoke softly to him.",POSITIVE,anger,The Two Towers,Sam,Frodo
4534,"Frodo! Wake up! '      Frodo stirred and opened his eyes, and smiled, seeing Sam's face bending over him. `Calling me early aren't you, Sam?' he said. `It's dark still!",POSITIVE,joy,The Two Towers,Sam,Frodo
4535,"Have you had any rest? '      `No food, no rest, nothing for Sméagol,' said Gollum. `He's a sneak.'      Sam clicked his tongue, but restrained himself. 'Don't take names to yourself, Sméagol,' said Frodo. 'It's unwise whether they are true or false.'      `Sméagol has to take what's given him,' answered Gollum.",NEGATIVE,anger,The Two Towers,Sam,Frodo
