phrases,book,person_1,person_2
"'In short, in this area is Nordling guerrilla units. Some of the branches probably formed from the remnant of the armies of Lyria and Rivia, broken in mid-July at Aldersberg. I heard of the battle when I was captured by the Squirrels.' 'This is good news,' Dandelion said, proud that he had managed to decipher the riddle of the gorillas. 'Even if the peasants got the emblems wrong, we are not dealing with the army of Temeria. And I do not think the news has reached the Queen of Rivia about two spies that not long ago enigmatically escaped the gallows of Marshal Vissegerd.",Baptism of Fire,Dandelion,Vissegerd
"Look, Dandelion,  he said, grabbing the wrist and raising the released hand. You see this scar on his hand? Its where Ciri cut him. On the island of Thanedd, a month ago. He's a Nilfgaardian.",Baptism of Fire,Ciri,Dandelion
"Still the same. Milva and Dandelion were silent. Ciri,  he took a moment,  does not sleep in the palace under a brocade canopy. She's riding on horseback through some dusty village ... The villagers point fingers.",Baptism of Fire,Ciri,Dandelion
"You've a dangerous craft, Geralt.' 'I can not deny it.' 'I know what happened back then,' boasted Dandelion. 'You were seriously wounded, a carter drove you out. At his family's farm you later found Ciri. Yennefer told me.' At the sound of that name, Milva smiled slightly. This did not escape the attention of Geralt.",Baptism of Fire,Ciri,Dandelion
"He may take your diamonds.' 'Dreams, dreams,' Dandelion stammered again. 'And you, Geralt? Have you dreamed of Ciri again? Because you must know, Regis, that Geralt has prophetic dream! Ciri is a Child Surprise, Geralt is tied to her by ties of destiny, and therefore he sees her in his dreams.",Baptism of Fire,Ciri,Dandelion
"But keep talking, Marshal.' 'The Geralt,' Vissegerd again pointed his finger at Geralt, 'after the death of Pavetta, wanted to take the girl, but Calanthe wouldn't allow it and threw him out. But he waited for the right time. When the war started with Nilfgaard and Cintra fell, he took advantage of the confusion and turmoil and kidnapped Ciri. He kept the girl hidden, because he knew that we were seeking her. And he eventually grew bored of her and sold her to Emhyr.' 'These are all lies and slander.' Dandelion bellowed.",Baptism of Fire,Ciri,Dandelion
"Any wizard who was on Thanedd. And the Redanian Chancellor, Count Sigismund Dijkstra...' Dandelion stopped suddenly, remembering that Dijkstra was completely unsuitable as a defence witness in this case, and invoking the wizards of Thanedd to improve their position was not a good idea either. 'It is also an absurdity,' he continued talking loudly and quickly, 'accusing Geralt of kidnapping Ciri from Cintra. Geralt found the girl after the massacre of the city, wandering and hid her from others, Nilfgaard agents that were looking for her. I myself was captured by these agents and subjected to torture, to confess where he had hidden Ciri!",Baptism of Fire,Ciri,Dandelion
"Her cursed and tainted blood has no right to the throne! Cursed blood, the whole female line of this family is cursed, vile creatures, beginning with Riannon! Ciri's great-grandmother, Adalia played the harlot with her cousin as her mother Muriel, fornicated with everyone! From this blood only incestuous whores are born.' 'Speak softly, Marshal.' Dandelion said cheekily. 'Before your tent hangs a banner with golden lions, and you are about to hail Ciri's grandmother, Calanthe, the Lioness of Cintra, for which most of your troops spilt blood for at Marnadal and Sodden as an amoral and adulterous bitch.",Baptism of Fire,Ciri,Dandelion
"'No.' said Dandelion. 'Vissegerd is the commander of this unit which is part of the Temerian army. And Ciri in the hands of Emhyr, is a threat to the unit and the army, and to my king and country. I have no intention of denying rumours surrounding Vissegerd's slander and undermining the authority of his commanded. I'm going to support him in proving that Ciri is a bastard and has no rights to the throne.",Baptism of Fire,Ciri,Dandelion
"Who is this man, Milva?' 'This man,' the archer said, getting angry, 'helped me out of trouble. This man will tell the Geralt when he meets with him, that we are going the wrong way. Ciri is not in Nilfgaard.' 'Indeed, a revelation.' The surgeon's voice softened. 'And what is your source, esteemed Cahir, son of Ceallach?' 'That is a long story.' *** Dandelion had been silent a long time when one of the soldiers set to guard them broke off his conversation in mid curse, slurring, a second one groaning. Geralt know that that there were three of them, so he listened, but the third soldier issued no sound.",Baptism of Fire,Ciri,Dandelion
"'You're starting to be afraid? It is about time.' 'Shut up,' Dandelion raised his eyebrows. 'We have accepted him as a companion; he has offered his support to help find Ciri. He pulled my own neck out of the noose, I will not forget that. But, don't be surprised that we have concerns, damn it.",Baptism of Fire,Ciri,Dandelion
"Milva led the way, far ahead of the rest of the company. Regis, Dandelion and Cahir talked. 'I hope your druids will help in the matter of Ciri.' worried the poet. 'I meet druids occasionally, and believe me, they are usually recluses. They might not want to talk to us, let alone use magic.' 'Regis,' reminded the Geralt, 'knows someone among those of Caed Dhu.' 'And this knowledge doesn't go back three or four hundred years?' 'It is far more recent,' the vampire said with an enigmatic smile.",Baptism of Fire,Ciri,Dandelion
"'Herbalist, barber or surgeon. No offence, but you smell like an apothecary.' Emiel Regis smiled a thin-lipped smile and raised his hands apologetically. 'The smell gave you away, sir surgeon,' said Geralt, sliding his sword into its sheath. 'Did you have a specific reason why you were hiding from us?' 'Specific?' The man turned his black eyes on him. 'No.",Baptism of Fire,Geralt,Emiel
"Come on, we'll introduce you to the rest of our company.' As they approached the camp, the horses snorted and beat the ground with their hooves. 'Stand a little upwind, Mister Regis.' Zoltan threw the medic a meaningful look. 'The smell of sage frightens the mounts, and to me, I'm ashamed to admit it, I associate it with pulling teeth.' *** 'Geralt,' murmured Zoltan as Emiel Regis disappeared behind a hanging curtain, which substituted as a door for his cabin. 'Let's keep our eyes open. I do not like this smelly herbalist.' 'Any particular reason?' 'I'm suspicious of people who spend their summers near cemeteries.",Baptism of Fire,Geralt,Emiel
"It doesn't happen.' 'Never, if we are dealing with higher vampires,' Emiel Regis joined the conversation. 'From what I understand, the victims of Alps, Katakan, Mula, Bruxa, Nosferat are not hurt terribly. However, Fleders and Ekimma are quite brutal with their victims.' 'Well done,' Geralt looked at him with unfeigned admiration. 'You did not miss any kind of vampire. And you have not mentioned any of the mythical ones, which only exist in fairy tales.",Baptism of Fire,Geralt,Emiel
"A horrible bloodsucker. And now I have stumbled upon a Geralt, a professional whose job it is to eliminate those like me. That's all.' 'That's enough,' Geralt lowered his sword. 'Get up. Get out of here, Emiel Regis and who knows what else.",Baptism of Fire,Geralt,Emiel
"Same to you.' Emiel Regis Rohellec Terzieff-Godefroy snapped his cloak, wrapped it around himself and disappeared. Simply disappeared. 'Now,' Geralt turned naked sword still in his hand, 'it's your turn, Nilfgaardian...' 'No,' Milva interrupted angrily. 'I've had enough. Get the horses, and let's get out of here!",Baptism of Fire,Geralt,Emiel
"And let the devil take me also.' This time they all followed the example of Cahir, and kept tactfully silent. Dandelion, Maria Barring, called Milva and Emiel Regis Rohellec Terzieff-Godefroy. 'I've found a company!' Geralt continued shaking his head. 'Comrades in arms! A team of heroes!",Baptism of Fire,Geralt,Emiel
"Bad luck or fate? The cranes blew a trumpeting call. *** Emiel Regis Rohellec Terzieff-Godefroy rode at the head of the procession mounted on a Nilfgaardian bay captured by the Geralt in Armeria. The stallion, although at first it was bothered by the vampire and his herbal scent, soon became accustomed and caused little trouble unlike Roach who kicked like he was being bitten by horseflies. Behind Regis and Geralt rode Dandelion on Pegasus with his head bandaged like a war hero.",Baptism of Fire,Geralt,Emiel
